PMID,Year,DOI,PMC,Title,Status,Route,Attempts,Error,PDFPath
40055057,2025,10.1016/j.acra.2025.02.028,,A Preoperative CT-based Multiparameter Deep Learning and Radiomic Model with Extracellular Volume Parameter Images Can Predict the Tumor Budding Grade in Rectal Cancer Patients.,pending,,0,,
40056208,2025,10.1007/s00261-025-04826-x,,A method of matching nodes between MRI and pathology with MRI-based 3D node map in rectal cancer.,pending,,0,,
40059606,2025,10.23736/S2724-5691.25.10731-4,,Near-infrared imaging with indocyanine green fluorescence for intraoperative lymphatic assessment in rectal cancer surgery: a systematic review.,pending,,0,,
40060343,2024,10.1055/s-0044-1801775,PMC11888804,Transanal Minimally Invasive Surgery for Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40060343.pdf
40061986,2025,10.4240/wjgs.v17.i2.101897,PMC11885999,Predictive value of magnetic resonance imaging parameters combined with tumor markers for rectal cancer recurrence risk after surgery.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40061986.pdf
40062323,2025,10.3748/wjg.v31.i8.99036,PMC11886509,Beyond the tumor region: Peritumoral radiomics enhances prognostic accuracy in locally advanced rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40062323.pdf
40070157,2025,10.1111/cyt.13482,,Digital Cytology Combined With Artificial Intelligence Compared to Conventional Microscopy for Anal Cytology: A Preliminary Study.,pending,,0,,
40075413,2025,10.1186/s12893-025-02764-5,PMC11899483,Comparison of laparoscopic versus robot-assisted sugery for rectal cancer after neo-adjuvant therapy: a large volume single center experience.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40075413.pdf
40075659,2025,10.3390/cancers17050812,PMC11899449,Predicting Surgical Difficulty in Rectal Cancer Surgery: A Systematic Review of Artificial Intelligence Models Applied to Pre-Operative MRI.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40075659.pdf
40075693,2025,10.3390/cancers17050846,PMC11899338,A Scoping Review of the Implications and Applications of Body Composition Assessment in Locally Advanced and Locally Recurrent Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40075693.pdf
40075707,2025,10.3390/cancers17050860,PMC11899177,Surgery for Colorectal Cancer Associated with Crohn's Disease-Toward a Medical Treatment Strategy Based on the Differences Between Japan and Western Countries.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40075707.pdf
40075876,2025,10.3390/diagnostics15050629,PMC11899399,"Impact of Preoperative CT-Measured Sarcopenia on Clinical, Pathological, and Oncological Outcomes After Elective Rectal Cancer Surgery.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40075876.pdf
40080437,2025,10.1148/rg.240119,,Imaging Features of Anal Carcinoma after Chemoradiation.,pending,,0,,
40085244,2025,10.1007/s00384-025-04838-5,PMC11909045,MRI navigation surgery for T4b rectal cancer using multiple minimally invasive surgical approaches.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40085244.pdf
40087634,2025,10.1186/s12880-025-01614-3,PMC11909848,AI-ready rectal cancer MR imaging: a workflow for tumor detection and segmentation.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40087634.pdf
40088728,2025,10.1016/j.ejso.2025.109758,,"Palliative management of patients with locally recurrent rectal cancer: Clinical presentation, treatment strategies, and overall survival.",pending,,0,,
40088853,2025,10.1016/j.crad.2025.106858,,"""Sigmoid take-off"" to define recto-sigmoid junction and its impact on rectal cancer classification, staging, and management.",pending,,0,,
40090419,2025,10.1016/j.radonc.2025.110840,,Clinical feasibility of treatment planning on a diagnostic CT scan without or with single fraction plan adaptation in patients with stage II/III rectal cancer.,pending,,0,,
40095014,2025,10.1007/s00261-025-04859-2,PMC12331793,Radiotherapy volume delineation based on MRI and (18)F-FDG-PET/MRI in locally recurrent rectal cancer.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40095215,2025,10.1007/s10151-025-03117-3,PMC11914298,Why did we encounter a pCRM-positive specimen whose preoperative MRI indicates negative mesorectal fascia involvement in middle to low rectal cancer?,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40098743,2025,10.3389/fnut.2025.1473952,PMC11911182,Predicting 3-year all-cause mortality in rectal cancer patients based on body composition and machine learning.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40098743.pdf
40100473,2025,10.1007/s00384-025-04850-9,PMC11919929,"No operation after short-course radiotherapy followed by consolidation chemotherapy in locally advanced rectal cancer (NOAHS-ARC): study protocol for a prospective, phase II trial.",done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40100473.pdf
40104214,2025,10.1016/j.phro.2025.100720,PMC11914820,Repeatability of rectal cancer apparent diffusion coefficient measurements on a 1.5 T MR-linac.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40104214.pdf
40104506,2025,10.3389/fonc.2025.1516855,PMC11913847,Radiation hematologic toxicity prediction in rectal cancer: a comparative radiomics-based study on CT image and dose map.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40104506.pdf
40106891,2025,10.1016/j.ejso.2025.109700,,Defining the tumor location in rectal cancer - Practice variations and impact on treatment decision making.,pending,,0,,
40118708,2025,10.1016/j.brachy.2025.01.006,,High-Tailored Anal canal Radiotherapy (HIT-ART): Long term results of MR image-guided interventional radiotherapy (brachytherapy) boost.,pending,,0,,
40120019,2025,10.1186/s41747-025-00559-0,PMC11929663,Radiomics to predict tumor response to combination chemoradiotherapy in squamous cell carcinoma of the anal canal: a preliminary investigation.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40120019.pdf
40120024,2025,10.1186/s41747-025-00575-0,PMC11929653,MRI radiomic study on prediction of nonenlarged lymph node metastasis of rectal cancer: reduced field-of-view versus conventional DWI.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40120024.pdf
40123773,2025,10.1016/j.phro.2025.100747,PMC11926541,Efficient strategy for magnetic resonance image-guided adaptive radiotherapy of rectal cancer using a library of reference plans.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40123773.pdf
40129922,2025,10.3389/fonc.2025.1550838,PMC11930822,MRI-based radiomics for predicting pathological complete response after neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a systematic review and meta-analysis.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40129922.pdf
40131490,2025,10.1007/s00423-025-03679-8,PMC11937214,MRI is more accurate than FDG-PET in assessing complete response in rectal cancer patients after neoadjuvant therapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40131490.pdf
40132000,2025,10.1371/journal.pone.0319248,PMC11936176,A machine learning-based model for predicting survival in patients with Rectosigmoid Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40132000.pdf
40133439,2025,10.1007/s00330-025-11528-x,,A novel pN stage prediction model for resectable rectal adenocarcinoma based on preoperative MRI features and multiregional apparent diffusion coefficients.,pending,,0,,
40142294,2025,10.3390/medicina61030483,PMC11943629,Dose Escalation in Neoadjuvant Chemoradiotherapy for Rectal Cancer: Short-Term Efficacy and Toxicity of VMAT-SIB vs. 3D-CRT.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40142294.pdf
40142717,2025,10.3390/jcm14061913,PMC11943012,From Diversion to Permanence: Trends in Ostomy Creation in Rectal Cancer Surgery.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40142717.pdf
40143884,2024,10.12865/CHSJ.50.04.13,PMC11936080,Imaging Assessment of the Response to Neoadjuvant Treatment in Rectal Cancer in Relation to Postoperative Pathological Outcomes.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40143884.pdf
40149300,2025,10.3390/cancers17060965,PMC11940776,Pre-Treatment SEPTIN9 Gene Methylation Ratio Predicts Tumor Response to Total Neoadjuvant Therapy in Patients with Locally Advanced Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40149300.pdf
40149327,2025,10.3390/cancers17060992,PMC11940555,"Analysis of Local Recurrence After Robotic-Assisted Total Mesorectal Excision (ALRITE): An International, Multicentre, Retrospective Cohort.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40149327.pdf
40149384,2025,10.3390/cancers17061051,PMC11940720,Multi-Modal Machine Learning for Evaluating the Predictive Value of Pelvimetric Measurements (Pelvimetry) for Anastomotic Leakage After Restorative Low Anterior Resection.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40149384.pdf
40160648,2025,10.21037/qims-24-1317,PMC11948424,AI-assisted compressed sensing MRI improves imaging quality in rectal cancer: a comparative study with conventional acceleration techniques.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40160648.pdf
40160674,2025,10.1016/j.sopen.2025.03.002,PMC11950755,"""Impact of regional data reporting and feedback on rectal cancer surgery quality metrics in the Surgical Care Outcomes Assessment Program (SCOAP)"".",done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40160674.pdf
40162391,2025,10.4240/wjgs.v17.i3.100820,PMC11948132,Retrospective analysis of preoperative tumor marker levels in rectal cancer patients: Implications for diagnosis.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40162391.pdf
40167646,2025,10.1007/s00261-025-04886-z,,Attention mechanism-based multi-parametric MRI ensemble model for predicting tumor budding grade in rectal cancer patients.,pending,,0,,
40167768,2025,10.1007/s00520-025-09386-w,,Correlates of cancer-related fatigue in colorectal cancer patients at the time of diagnosis.,pending,,0,,
40169495,2025,10.3348/kjr.2024.0767,PMC12055262,Discriminating Tumor Deposits From Metastatic Lymph Nodes in Rectal Cancer: A Pilot Study Utilizing Dynamic Contrast-Enhanced MRI.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40169495.pdf
40172669,2025,10.1007/s00520-025-09384-y,,"A single institution retrospective study of pelvic insufficiency fractures following curative-intent pelvic intensity-modulated radiation therapy for gynecologic, gastrointestinal, and genitourinary cancers.",pending,,0,,
40175671,2025,10.1007/s00384-025-04871-4,PMC11965249,Investigating the prognostic value of lateral mesorectum using preoperative high-resolution MRI in patients with rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40175671.pdf
40175802,2025,10.1007/s00384-025-04873-2,PMC11965198,Observational study on the efficacy and safety of FOLFOXIRI therapy for locally advanced rectal cancer: The Kanagawa Yokohama Colorectal Cancer Study Group (KYCC)1802.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40175802.pdf
40176593,2025,10.7417/CT.2025.5209,,MRI metastatic lymph nodes detection in rectal cancer staging: retrospective analysis of intra- and inter-observer variability in an academic health centre.,pending,,0,,
40177244,2025,10.3389/fonc.2025.1450602,PMC11961435,A randomized phase II/III trial of rosuvastatin with neoadjuvant chemo-radiation in patients with locally advanced rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40177244.pdf
40188667,2025,10.1016/j.crad.2025.106869,,Determinants of clinical success and complications in fluoroscopy-guided self-expandable metal stent for treatment of malignant rectal obstruction.,pending,,0,,
40189977,2025,10.1016/j.acra.2025.03.025,,Comparing Abbreviated and Full MRI Protocols for Preoperative Local Staging of Locally Advanced Rectal Cancer.,pending,,0,,
40192820,2025,10.1007/s10151-025-03150-2,PMC11976820,Correction: Why did we encounter a pCRM-positive specimen whose preoperative MRI indicates negative mesorectal fascia involvement in middle to low rectal cancer?,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40192820.pdf
40203847,2025,10.1088/1361-6560/adcaf8,PMC12018874,Evaluating primary tumor position variation for rectal cancer patients treated with long course radiotherapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40203847.pdf
40204586,2025,10.1016/j.acra.2025.02.046,,Habitat Radiomics Based on MRI for Predicting Metachronous Liver Metastasis in Locally Advanced Rectal Cancer: a Two‑center Study.,pending,,0,,
40204621,2025,10.1016/j.clcc.2025.03.001,,Circulating Tumor DNA in Addition to Fecal Immunochemical Test in a Dual-Test Colorectal Cancer Screening Approach.,pending,,0,,
40204902,2025,10.1038/s41598-025-96618-y,PMC11982536,Novel deep learning algorithm based MRI radiomics for predicting lymph node metastases in rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40204902.pdf
40209514,2025,10.1016/j.clon.2025.103835,,Neoadjuvant Treatment of Rectal Cancer: A Repeat UK-wide Survey After Implementation of National Intensity Modulated Radiotherapy Guidance.,pending,,0,,
40209856,2025,10.1016/j.radonc.2025.110884,,Phase II trial of organ preservation program using short-course radiation and FOLFOXIRI for rectal cancer (SHORT-FOX): Two-Year primary outcome analysis.,pending,,0,,
40218263,2025,10.3390/diagnostics15070913,PMC11989207,"Assessment of Immunoscore, MRI Tumor Regression Grade, and Neoadjuvant Rectal Score in Predicting Pathologic Response in Locally Advanced Rectal Cancer in the Averectal Study.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40218263.pdf
40220146,2025,10.1007/s00330-025-11519-y,,Artificial intelligence in magnetic resonance imaging for predicting lymph node metastasis in rectal cancer patients: a meta-analysis.,pending,,0,,
40220610,2025,10.1016/j.ejso.2025.110025,,"Comment on ""Optimized machine learning model for predicting unplanned reoperation after rectal cancer anterior resection"".",pending,,0,,
40221184,2025,10.1016/j.rcl.2024.11.006,,Rectal MR Imaging.,pending,,0,,
40221185,2025,10.1016/j.rcl.2024.11.002,PMC12925644,MR Imaging of Anal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40221185.pdf
40221285,2025,10.1016/j.acra.2025.03.048,,A High-resolution T2WI-based Deep Learning Model for Preoperative Discrimination Between T2 and T3 Rectal Cancer: A Multicenter Study.,pending,,0,,
40227485,2025,10.1007/s00464-025-11693-6,,Biophysical modeling and artificial intelligence for quantitative assessment of anastomotic blood supply in laparoscopic low anterior rectal resection.,pending,,0,,
40230305,2025,10.3310/BTMT7049,PMC12010235,Evaluation of prognostic models to improve prediction of metastasis in patients following potentially curative treatment for primary colorectal cancer: the PROSPECT trial.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40231223,2025,10.1016/j.phro.2025.100757,PMC11994390,Investigation of changes in planning target volume and regression probability of rectal boost using in-silico cone-beam computed tomography-guided online-adaptive radiotherapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40231223.pdf
